district,state,child_stunting_rate,child_wasting_rate,child_underweight_rate,child_anemia_rate,women_anemia_rate,child_diarrhea_rate,child_ari_rate,safe_drinking_water_access,sanitation_access,electricity_access,clean_cooking_fuel_access,iodized_salt_usage,institutional_delivery_rate,full_immunization_rate,health_insurance_coverage,tobacco_use_women,tobacco_use_men,alcohol_use_women,alcohol_use_men,high_blood_sugar_women,high_blood_sugar_men,high_blood_pressure_women,high_blood_pressure_men,female_education_rate,overall_child_health_risk_score,basic_infrastructure_risk_score,lifestyle_disease_risk_score,chronic_disease_risk_score,healthcare_accessibility_score,district_overall_health_risk_score,district_risk_level,district_health_risk_rank,identified_health_risk_factors
west tripura,tripura,30.3,11.7,21.2,54.5,67.3,2.4,0.5,98.5,80.2,99.8,65.2,99.8,95.3,88.4,28.1,30.85,55.2,3.5,33.0,18.7,18.1,25.1,27.1,85.3,27.705,-80.3,30.637500000000003,22.25,70.6,5.5995000000000035,High,351.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
saharanpur,uttar pradesh,28.8,22.0,26.7,68.1,41.4,6.1,3.9,99.7,83.8,98.3,56.6,96.2,81.7,89.2,11.8,2.4,30.7,0.5,14.1,8.8,11.6,23.0,24.3,69.3,29.86,-79.03333333333333,11.925,16.925,60.900000000000006,1.9073333333333347,High,553.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bijnor,uttar pradesh,36.2,9.4,21.9,60.9,46.0,3.2,1.7,99.7,78.2,96.1,45.8,95.1,83.7,90.6,18.8,3.6,36.5,0.2,15.1,11.3,13.3,19.7,24.3,69.6,27.970000000000006,-73.56666666666666,13.850000000000001,17.150000000000002,64.36666666666667,2.6746666666666705,High,516.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
rampur,uttar pradesh,40.4,17.6,32.1,69.6,55.4,5.0,5.3,100.0,79.0,96.2,46.2,90.1,81.0,79.4,13.1,4.9,36.1,0.1,14.6,12.4,14.4,17.7,21.0,57.6,34.565,-74.06666666666666,13.925,16.375,57.833333333333336,5.072666666666668,High,387.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jyotiba phule nagar,uttar pradesh,42.2,22.5,35.4,69.6,47.6,5.5,0.4,99.7,78.9,96.4,45.4,90.4,81.1,72.9,8.3,4.4,38.9,0.4,14.4,6.3,11.1,19.1,24.6,63.7,35.02499999999999,-73.66666666666667,14.524999999999999,15.275,54.1,5.236666666666664,High,374.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
meerut,uttar pradesh,32.1,10.2,23.7,55.2,45.5,2.8,2.0,99.7,82.7,98.6,68.5,96.2,80.6,82.5,18.4,2.6,24.4,0.2,13.7,14.4,16.0,20.0,26.2,74.0,26.42,-82.63333333333334,10.225000000000001,19.15,60.5,-0.08366666666666545,Low,645.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
baghpat,uttar pradesh,25.5,10.3,26.0,60.2,53.3,4.0,0.6,99.9,87.0,98.5,51.5,96.6,80.9,83.9,12.5,4.7,31.8,0.3,12.9,11.8,12.7,21.4,25.5,71.6,26.639999999999997,-78.46666666666667,12.424999999999999,17.85,59.1,1.0176666666666638,High,604.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gautam buddha nagar,uttar pradesh,25.5,12.0,21.9,62.9,59.4,4.7,5.2,99.9,74.0,99.4,75.0,97.2,86.6,68.2,23.8,3.0,29.7,0.2,17.3,14.8,17.2,16.4,20.9,78.0,27.825,-81.96666666666667,12.55,17.325,59.53333333333334,0.7116666666666664,High,615.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bulandshahr,uttar pradesh,37.6,13.8,26.5,64.1,52.0,5.4,1.8,100.0,81.5,96.3,48.4,95.7,83.5,67.3,20.5,4.1,34.4,0.2,17.2,12.8,14.9,21.2,26.2,67.7,30.979999999999997,-75.63333333333334,13.975000000000001,18.775000000000002,57.1,3.815333333333332,High,460.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
aligarh,uttar pradesh,35.0,10.9,26.3,62.6,56.5,5.6,3.2,100.0,69.4,95.3,51.4,96.9,82.6,70.1,17.6,5.1,37.0,0.1,16.9,13.1,14.9,18.2,22.0,68.0,30.249999999999996,-72.60000000000001,14.775,17.05,56.76666666666666,3.9449999999999967,High,455.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mahamaya nagar,uttar pradesh,39.1,12.0,24.5,72.1,58.2,11.5,7.6,99.0,73.3,94.9,46.5,93.9,80.3,71.6,10.9,8.0,43.3,0.5,12.9,7.6,10.9,22.4,26.4,67.9,33.794999999999995,-71.93333333333334,16.175,16.825,54.26666666666666,5.731333333333331,High,346.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mathura,uttar pradesh,31.6,11.0,21.3,77.2,63.0,9.3,6.4,98.4,71.2,98.2,47.3,90.3,79.5,73.6,10.8,9.3,42.9,0.1,13.0,7.9,10.2,21.1,25.4,68.4,32.195,-71.30000000000001,16.325,16.15,54.63333333333333,5.112999999999997,High,384.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
agra,uttar pradesh,35.9,16.4,26.2,73.0,59.4,6.8,4.5,99.8,70.8,99.1,67.5,93.1,89.1,74.1,9.4,8.9,46.1,0.6,20.9,7.2,8.2,16.8,20.9,69.4,33.385,-78.36666666666666,19.125,13.274999999999999,57.53333333333333,4.160666666666668,High,442.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
firozabad,uttar pradesh,46.9,9.5,25.6,73.9,57.1,7.0,3.9,99.4,69.0,96.3,53.5,88.0,80.1,67.1,13.4,5.2,45.6,0.3,17.7,7.5,9.4,18.1,20.5,72.5,34.87500000000001,-72.96666666666667,17.2,13.875,53.53333333333333,5.571666666666669,High,352.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mainpuri,uttar pradesh,44.3,14.6,33.6,70.4,57.8,5.7,4.9,99.6,63.1,95.2,39.8,86.6,82.7,75.0,16.1,2.9,41.3,0.5,15.2,8.4,10.2,14.4,17.9,74.6,35.705000000000005,-66.5,14.974999999999998,12.725,57.93333333333333,6.522000000000002,High,292.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bareilly,uttar pradesh,45.9,15.4,35.2,67.7,60.8,4.4,2.5,100.0,79.7,92.5,54.6,93.5,75.1,70.5,18.7,5.5,39.3,0.1,17.8,9.7,11.8,16.4,17.6,55.8,35.989999999999995,-77.1,15.674999999999999,13.875,54.76666666666666,4.885999999999999,High,403.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
pilibhit,uttar pradesh,38.9,20.1,39.4,57.3,52.0,8.6,3.7,100.0,76.8,91.75000000000001,48.1,91.2,76.2,92.3,21.4,4.9,38.2,0.2,15.5,10.8,13.3,19.5,17.5,60.1,33.675,-73.96666666666667,14.700000000000001,15.275,63.300000000000004,4.671666666666665,High,416.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
shahjahanpur,uttar pradesh,44.5,17.0,34.7,75.4,60.3,5.8,7.3,100.0,69.2,91.75000000000001,40.4,86.6,63.3,76.5,14.2,6.6,49.0,0.2,20.4,9.1,6.7,16.1,14.5,63.2,37.53,-68.86666666666666,19.05,11.600000000000001,51.333333333333336,7.368666666666668,High,249.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kheri,uttar pradesh,47.6,15.8,36.3,66.3,53.0,3.7,1.3,99.9,65.6,91.75000000000001,35.9,92.1,82.8,69.5,22.0,14.8,55.2,0.2,17.5,8.7,9.4,20.1,22.4,66.3,35.459999999999994,-66.13333333333334,21.925,15.15,58.1,8.37233333333333,High,193.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sitapur,uttar pradesh,47.8,18.2,37.9,66.4,55.3,9.5,5.4,99.7,52.5,91.75000000000001,31.5,96.2,84.8,65.9,23.2,13.8,59.7,0.1,13.8,7.9,9.7,17.8,23.0,65.0,37.345,-60.23333333333333,21.849999999999998,14.600000000000001,57.96666666666666,10.181333333333335,High,113.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
hardoi,uttar pradesh,44.5,22.3,33.0,76.1,59.7,5.1,3.4,99.9,55.7,91.75000000000001,29.0,86.6,73.9,63.3,16.0,6.5,52.1,0.1,14.3,8.0,9.8,18.1,19.9,64.6,37.655,-60.53333333333334,18.25,13.950000000000001,51.06666666666666,9.395333333333333,High,145.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
unnao,uttar pradesh,39.2,12.1,29.3,76.0,48.9,8.0,2.3,98.5,60.3,91.75000000000001,43.4,86.6,80.8,58.6,15.3,9.5,50.9,0.3,16.7,9.7,9.2,22.0,21.4,69.0,33.32999999999999,-66.4,19.349999999999998,15.575,51.56666666666667,7.0369999999999955,High,262.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
lucknow,uttar pradesh,32.1,11.5,25.5,52.9,55.8,4.9,1.4,99.8,80.4,96.8,78.3,97.0,91.3,68.9,15.8,7.7,39.2,0.2,14.2,14.7,16.5,21.2,22.8,80.8,27.719999999999995,-85.16666666666667,15.325000000000003,18.8,58.666666666666664,0.8796666666666653,High,609.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
farrukhabad,uttar pradesh,47.8,14.3,31.1,77.1,56.9,4.6,4.1,99.7,72.6,91.8,45.5,86.6,69.3,68.5,13.5,6.4,49.0,0.3,19.7,6.7,7.1,13.8,14.8,67.1,36.88499999999999,-71.60000000000001,18.849999999999998,10.600000000000001,50.43333333333334,6.323999999999996,High,308.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kannauj,uttar pradesh,43.0,21.5,33.5,79.6,65.2,5.6,3.5,99.9,70.1,91.75000000000001,35.5,86.6,76.4,55.8,15.3,8.7,50.9,0.3,15.3,7.3,6.9,14.9,14.4,71.3,38.370000000000005,-67.5,18.799999999999997,10.875,49.166666666666664,7.783000000000003,High,222.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
etawah,uttar pradesh,38.8,13.9,24.3,74.0,57.4,5.8,4.8,99.5,78.1,95.7,48.6,86.6,85.2,77.7,17.9,5.2,45.5,0.1,16.9,8.9,10.2,16.7,19.7,74.6,33.33,-74.39999999999999,16.924999999999997,13.875,60.26666666666667,4.612000000000002,High,418.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
auraiya,uttar pradesh,39.7,19.4,32.6,64.2,39.1,6.5,3.2,99.5,74.3,94.0,33.7,93.9,90.1,82.5,18.4,9.3,46.8,0.3,11.4,6.9,7.0,20.0,22.1,75.9,32.235,-68.16666666666667,16.95,14.0,63.666666666666664,5.450666666666666,High,361.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kanpur dehat,uttar pradesh,44.1,12.5,32.8,69.2,54.9,4.4,1.5,99.4,70.6,91.75000000000001,39.3,86.6,84.3,56.3,17.9,10.2,50.5,0.4,16.5,7.6,9.9,12.6,16.5,73.9,34.28,-68.76666666666667,19.400000000000002,11.65,52.833333333333336,6.1686666666666685,High,318.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kanpur nagar,uttar pradesh,34.6,21.4,27.8,76.3,57.0,7.1,3.9,98.8,77.5,91.75000000000001,76.9,92.8,86.6,72.8,16.1,9.5,46.8,0.3,15.1,10.8,8.3,17.3,16.2,80.4,34.275000000000006,-83.4,17.924999999999997,13.149999999999999,58.49999999999999,3.2449999999999988,High,491.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jalaun,uttar pradesh,45.1,19.5,36.1,55.2,44.2,1.2,0.8,99.0,80.2,96.9,36.5,91.4,85.1,66.2,17.6,13.4,49.9,0.2,11.7,5.2,6.0,16.8,20.0,71.9,32.51499999999999,-70.89999999999999,18.8,12.0,56.300000000000004,4.985999999999999,High,397.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jhansi,uttar pradesh,40.9,25.2,39.3,70.3,41.3,4.9,3.4,96.8,73.2,95.2,51.9,97.7,92.9,44.62499999999999,11.4,10.1,49.5,0.3,10.9,5.3,9.0,15.7,17.3,71.1,35.40500000000001,-72.96666666666667,17.7,11.825,49.64166666666667,5.47366666666667,High,359.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
lalitpur,uttar pradesh,46.6,18.7,34.8,56.0,38.1,2.7,0.8,96.6,64.2,94.1,20.3,90.7,90.8,70.8,11.7,5.5,54.5,0.7,16.7,4.7,6.3,17.2,17.9,66.8,32.23500000000001,-59.366666666666674,19.35,11.524999999999999,57.76666666666666,7.1956666666666695,High,257.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
hamirpur,uttar pradesh,48.0,20.6,36.3,68.5,46.1,8.4,2.7,99.4,77.7,94.6,29.0,94.4,96.3,77.1,21.9,17.0,64.5,0.2,13.3,5.3,6.7,16.7,18.8,70.8,36.53000000000001,-67.7,23.75,11.875,65.1,8.197000000000003,High,203.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mahoba,uttar pradesh,42.3,25.0,33.4,70.1,49.4,6.6,4.0,94.3,69.0,95.9,28.2,93.8,96.3,70.7,16.2,13.2,63.3,0.2,12.2,5.9,6.3,15.0,15.7,65.2,35.849999999999994,-62.833333333333336,22.225,10.725,61.06666666666666,8.36333333333333,High,195.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
banda,uttar pradesh,51.0,25.7,49.8,82.2,52.2,2.4,3.5,98.2,59.3,91.75000000000001,26.8,90.4,89.8,62.9,13.3,19.7,63.3,0.5,12.4,11.5,13.1,20.1,18.9,61.8,42.215,-60.43333333333334,23.975,15.9,55.333333333333336,12.774333333333335,High,35.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
chitrakoot,uttar pradesh,47.5,24.8,41.8,55.3,46.6,3.2,1.9,97.0,56.7,92.0,31.2,86.6,81.1,63.7,17.4,12.7,59.6,0.5,13.6,5.1,9.1,15.1,16.4,63.8,35.32999999999999,-60.633333333333326,21.599999999999998,11.424999999999999,54.06666666666667,8.610333333333331,High,182.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
fatehpur,uttar pradesh,51.1,17.8,38.0,78.1,63.0,2.9,1.9,98.8,63.1,91.75000000000001,38.9,86.6,81.4,55.7,16.8,20.8,60.8,0.8,18.5,5.7,8.8,17.0,18.0,63.4,39.63999999999999,-65.93333333333334,25.224999999999998,12.375,51.30000000000001,10.18933333333333,High,111.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
pratapgarh,uttar pradesh,35.5,10.0,27.7,58.0,48.9,2.8,1.6,97.8,52.0,92.5,37.1,95.7,90.8,75.0,14.9,11.9,41.4,0.5,9.0,14.1,19.1,17.6,22.3,67.2,28.56,-61.300000000000004,15.7,18.275,60.23333333333334,5.958999999999998,High,328.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kaushambi,uttar pradesh,40.2,18.3,36.8,65.5,54.4,3.9,1.8,98.3,59.6,91.75000000000001,37.0,97.7,88.6,65.7,20.2,14.9,53.6,0.2,13.0,11.7,15.5,9.4,10.0,63.2,34.15,-63.96666666666667,20.425,11.65,58.166666666666664,7.281666666666665,High,252.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
allahabad,uttar pradesh,37.9,15.1,32.6,50.5,46.4,3.8,0.7,95.8,59.5,95.0,45.1,96.8,83.2,55.8,20.6,11.9,44.6,0.2,12.5,13.4,15.7,12.6,17.7,70.6,29.294999999999998,-65.8,17.3,14.85,53.199999999999996,4.988,High,396.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
barabanki,uttar pradesh,41.9,18.1,31.9,65.5,55.3,5.2,4.8,98.8,62.4,91.75000000000001,47.8,86.6,76.0,64.4,14.6,11.2,50.2,0.2,11.3,9.4,12.0,19.1,22.7,65.1,34.33,-68.66666666666667,18.225,15.799999999999999,51.666666666666664,6.803666666666666,High,277.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
faizabad,uttar pradesh,30.6,12.4,27.5,57.7,52.3,2.5,0.7,100.0,64.4,91.75000000000001,41.3,94.1,89.1,68.7,19.8,8.7,41.2,0.2,10.6,17.0,20.6,14.9,17.7,71.1,27.84,-67.56666666666666,15.175000000000002,17.55,59.20000000000001,4.167666666666668,High,439.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ambedkar nagar,uttar pradesh,31.1,17.8,29.2,54.9,52.7,3.0,1.6,100.0,63.6,94.2,32.2,98.3,92.2,75.1,23.0,12.8,52.9,0.2,16.5,14.6,18.4,17.2,22.0,71.6,28.79,-64.26666666666667,20.6,18.05,63.43333333333334,6.392666666666667,High,306.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bahraich,uttar pradesh,52.1,14.4,38.0,71.7,48.8,9.8,6.6,100.0,44.2,91.75000000000001,38.2,86.6,67.7,51.8,10.1,26.6,59.0,0.6,12.2,6.1,8.6,24.2,28.7,48.2,38.16,-59.79999999999999,24.599999999999998,16.9,43.199999999999996,11.604,High,70.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
shrawasti,uttar pradesh,50.9,20.3,40.8,61.2,44.4,9.8,6.7,99.3,58.1,91.75000000000001,36.9,86.6,80.4,59.6,13.5,24.2,64.2,0.3,8.0,8.1,9.7,18.4,18.7,47.0,37.16,-63.76666666666667,24.175,13.725,51.166666666666664,9.690666666666665,High,127.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
balrampur,uttar pradesh,41.2,24.9,37.2,75.4,53.7,5.1,5.4,99.8,59.7,91.75000000000001,39.6,96.9,69.7,57.4,13.0,23.6,59.8,0.4,10.7,8.2,8.7,23.2,25.3,53.1,37.345,-65.36666666666666,23.625000000000004,16.35,46.699999999999996,9.85966666666667,High,120.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gonda,uttar pradesh,45.9,12.1,28.0,62.0,49.3,15.4,8.149999999999999,100.0,44.6,91.75000000000001,56.2,86.6,81.8,59.9,13.4,18.0,51.6,0.4,11.1,8.7,12.4,22.9,28.6,61.7,34.074999999999996,-65.93333333333334,20.275,18.15,51.699999999999996,8.12833333333333,High,208.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
siddharth nagar,uttar pradesh,37.2,24.8,36.3,75.8,51.2,4.1,4.3,99.9,42.8,91.75000000000001,50.6,99.0,69.7,65.1,12.2,14.6,54.9,0.2,11.2,9.5,11.7,19.1,23.5,57.7,35.794999999999995,-63.43333333333333,20.225,15.950000000000001,49.0,8.866333333333332,High,168.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
basti,uttar pradesh,35.9,24.2,39.2,58.4,39.9,10.4,7.7,100.0,64.2,94.6,57.0,97.5,93.2,73.8,15.8,10.2,51.3,0.2,14.8,10.0,11.6,19.2,25.0,64.4,33.045,-72.73333333333333,19.125,16.45,60.93333333333334,5.786333333333335,High,345.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sant kabir nagar,uttar pradesh,42.3,19.0,34.2,71.6,43.5,3.5,4.9,99.9,65.1,94.0,58.1,98.2,90.6,80.2,20.4,9.9,51.9,0.3,14.4,8.7,10.2,22.5,28.2,63.8,34.485,-73.36666666666666,19.125,17.4,63.73333333333334,6.425666666666668,High,305.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mahrajganj,uttar pradesh,40.5,21.8,37.4,60.5,47.1,3.4,4.2,100.0,66.7,94.8,65.1,98.1,93.3,76.2,18.2,5.9,47.8,0.3,17.2,12.0,13.3,19.6,24.9,62.4,33.550000000000004,-76.26666666666667,17.799999999999997,17.450000000000003,62.56666666666666,5.216666666666669,High,377.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gorakhpur,uttar pradesh,29.6,23.3,33.7,67.4,52.9,3.4,3.9,99.8,69.6,94.9,66.8,98.4,91.6,67.7,17.9,5.4,44.6,0.1,18.9,13.8,11.7,16.8,20.7,67.6,32.08,-77.73333333333333,17.25,15.75,59.06666666666667,3.8853333333333344,High,457.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kushinagar,uttar pradesh,32.2,24.3,36.6,52.8,42.3,4.6,5.9,100.0,73.1,91.75000000000001,55.2,97.9,89.4,65.4,15.6,4.3,45.1,0.2,16.9,10.6,12.6,16.4,21.9,63.7,30.385,-75.10000000000001,16.625,15.374999999999998,56.800000000000004,3.5339999999999985,High,476.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
deoria,uttar pradesh,36.8,26.5,39.4,54.9,33.8,5.0,1.6,99.8,69.1,95.3,67.2,97.0,93.4,64.2,10.5,2.3,36.9,0.3,12.7,9.6,12.6,17.6,21.0,69.0,31.359999999999996,-77.69999999999999,13.049999999999997,15.200000000000001,56.03333333333334,2.6539999999999995,High,518.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
azamgarh,uttar pradesh,33.4,14.4,28.0,58.9,54.3,2.7,1.8,100.0,72.8,96.5,37.6,99.3,93.2,64.5,9.0,9.4,44.1,0.3,14.7,14.2,17.1,19.4,28.7,71.2,29.425,-69.13333333333334,17.125,19.85,55.56666666666666,5.338333333333335,High,368.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mau,uttar pradesh,25.4,21.2,30.3,62.7,44.3,4.7,2.6,99.8,75.1,94.2,54.2,98.4,94.7,59.1,16.0,6.4,39.3,0.4,13.6,11.6,12.7,23.9,29.9,68.8,28.639999999999997,-75.36666666666666,14.924999999999999,19.525,56.6,3.272666666666667,High,490.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ballia,uttar pradesh,43.8,21.9,42.5,71.6,52.2,10.3,7.1,99.8,61.7,91.75000000000001,53.8,96.4,90.0,62.2,10.6,2.2,35.6,0.5,9.9,12.2,14.0,17.1,20.7,68.1,38.31,-70.76666666666667,12.05,16.0,54.26666666666666,6.780666666666668,High,280.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jaunpur,uttar pradesh,40.5,14.8,30.3,65.3,34.0,5.1,4.8,99.1,62.6,98.2,55.2,97.6,88.8,75.1,12.0,5.8,43.8,0.6,13.6,8.0,9.6,16.0,19.7,69.9,31.075000000000003,-71.3,15.95,13.325,58.633333333333326,4.025000000000002,High,448.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ghazipur,uttar pradesh,39.3,25.7,38.3,71.6,45.7,6.6,5.3,99.3,64.1,91.8,39.3,98.2,88.3,60.8,10.6,4.4,37.7,0.2,10.5,8.7,13.3,14.2,20.3,69.7,35.925,-66.56666666666666,13.200000000000001,14.125,53.23333333333333,6.521666666666667,High,293.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
chandauli,uttar pradesh,39.5,17.4,29.9,64.6,48.7,4.4,1.2,97.5,66.7,91.9,42.3,98.9,86.2,70.6,28.1,7.1,44.8,0.4,16.9,10.3,11.2,18.9,23.6,68.8,32.089999999999996,-67.83333333333333,17.3,16.0,61.63333333333333,5.929333333333332,High,331.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
varanasi,uttar pradesh,37.4,21.0,39.0,65.2,37.6,4.4,2.1,98.4,83.2,97.2,71.5,99.9,95.2,79.3,12.8,5.5,38.4,0.4,13.4,9.3,12.6,19.0,27.1,74.1,32.540000000000006,-83.36666666666667,14.424999999999999,17.0,62.43333333333334,2.627666666666668,High,521.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bhadohi,uttar pradesh,42.7,9.1,26.5,59.2,43.8,4.1,1.6,96.7,68.8,96.5,39.9,98.7,90.3,62.2,18.8,7.4,36.5,0.1,7.7,8.7,13.2,14.9,23.0,67.3,29.845000000000002,-67.46666666666667,12.925,14.95,57.1,4.019666666666669,High,449.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mirzapur,uttar pradesh,43.4,12.5,27.6,59.8,42.1,3.8,2.6,96.9,72.3,92.7,42.5,97.0,91.1,68.3,15.0,5.4,42.2,0.1,14.0,9.4,11.3,21.7,29.0,69.0,30.685,-69.56666666666666,15.425,17.85,58.133333333333326,5.015666666666668,High,391.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sonbhadra,uttar pradesh,38.3,26.8,46.5,63.0,44.5,2.0,2.9,89.6,70.6,91.75000000000001,30.4,98.2,76.8,72.7,19.7,5.8,54.1,0.6,24.1,7.9,11.3,19.0,21.4,62.1,34.96,-62.53333333333333,21.15,14.9,56.4,8.687333333333335,High,176.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
etah,uttar pradesh,48.8,15.0,30.6,77.4,55.4,9.4,8.149999999999999,99.8,62.7,91.75000000000001,39.6,86.6,76.7,55.5,12.8,5.0,46.0,0.6,15.1,6.2,7.6,16.4,19.2,68.0,37.94499999999999,-66.36666666666666,16.674999999999997,12.35,48.333333333333336,7.709666666666664,High,227.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kanshiram nagar,uttar pradesh,45.1,19.3,35.5,80.8,64.6,11.1,6.1,99.4,69.8,91.75000000000001,36.6,86.6,74.8,69.2,15.1,6.9,44.7,0.4,17.1,6.7,10.3,16.5,19.5,62.2,39.795,-67.6,17.275000000000002,13.25,53.03333333333333,8.503000000000002,High,186.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
amethi,uttar pradesh,35.8,19.9,33.1,52.4,46.1,4.4,3.7,98.7,60.9,92.3,26.4,97.2,90.8,75.9,20.9,11.5,49.3,0.4,9.1,12.9,12.0,19.2,21.2,66.1,30.18,-61.0,17.575,16.325,62.53333333333333,6.652,High,286.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
budaun,uttar pradesh,51.8,18.2,43.0,72.2,55.3,10.6,4.2,99.8,69.7,91.75000000000001,39.8,91.4,72.3,69.5,13.6,7.1,41.9,0.5,14.0,9.0,10.9,13.0,13.8,54.9,39.970000000000006,-68.76666666666667,15.875,11.675,51.800000000000004,7.744666666666671,High,225.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ghaziabad,uttar pradesh,28.2,17.1,23.4,61.8,55.2,4.7,0.8,99.1,84.5,99.9,92.4,96.3,86.4,68.5,20.0,1.7,22.3,0.1,13.4,17.9,20.2,19.3,24.5,78.9,28.464999999999996,-91.0,9.375,20.474999999999998,58.300000000000004,-0.8440000000000003,Low,673.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
hapur,uttar pradesh,30.2,18.5,26.9,69.4,50.6,3.9,2.0,99.9,85.6,98.8,68.0,96.0,83.3,84.4,14.9,2.4,30.8,0.1,15.4,7.7,9.6,22.9,25.7,71.8,30.419999999999998,-83.5,12.175,16.475,60.86666666666667,1.1980000000000008,High,593.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
moradabad,uttar pradesh,34.7,19.1,27.0,67.6,44.9,7.0,2.2,99.8,79.0,96.0,58.3,95.1,80.3,84.5,17.1,3.6,32.6,0.3,13.8,9.5,12.9,21.3,25.6,67.6,31.139999999999997,-78.03333333333335,12.575,17.325,60.63333333333333,2.8293333333333304,High,510.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
muzaffarnagar,uttar pradesh,29.8,20.7,29.9,65.4,46.0,6.4,0.5,99.9,80.1,97.8,59.8,96.3,87.0,69.5,8.2,3.7,31.7,0.3,13.7,11.5,14.3,21.6,24.2,69.1,30.140000000000004,-78.93333333333334,12.349999999999998,17.9,54.9,2.3193333333333337,High,541.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
rae bareli,uttar pradesh,47.0,13.0,28.8,76.4,48.2,2.1,4.0,98.1,55.0,91.75000000000001,39.4,86.6,89.5,71.4,16.8,11.8,50.4,0.5,16.5,8.3,7.4,19.4,17.9,66.4,34.91,-63.166666666666664,19.8,13.25,59.23333333333334,7.940666666666667,High,217.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
